Date,Cumulative_Cases_by_Episode_Date,Cumulative_Resolved_Cases_by_Episode_Date,Cumulative_Active_Cases_by_Episode_Date,Cumulative_Deaths_by_Date_of_Death,Daily_Cases_by_Reported_Date,7-day_Average_of_Newly_Reported_cases_by_Reported_Date,Daily_Cases_by_Episode_Date,Daily_Cases_Linked_to_a_Community_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_a_School_or_Childcare_Outbreak_by_Episode_Date,Daily_Cases_Linked_to_an_Institutional_Outbreak_by_Episode_Date,Daily_Cases_Not_Linked_to_an_Outbreak_ie_Sporadic_Cases_by_Episode_Date,Cases_Newly_Admitted_to_Hospital,Cases_Currently_in_Hospital,Cases_Currently_in_ICU,"Cumulative_Rate_for_0-9_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_10-19_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_20-29_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_30-39_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_40-49_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_50-59_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_60-69_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_70-79_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_80-89_Years_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_90_Years_and_Over_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Males_per_100,000_pop_by_Episode_Date","Cumulative_Rate_for_Females_per_100,000_pop_by_Episode_Date",Source_of_Infection_is_Close_Contact_by_Episode_Date,Source_of_Infection_is_Missing_by_Episode_Date,Source_of_Infection_is_an_Outbreak_by_Episode_Date,Source_of_Infection_is_Travel_by_Episode_Date,Source_of_Infection_is_Unknown_by_Episode_Date,Sum_of_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,%_No_Known_Source_for_Cases_with_Non-Institutional_Source_of_Infection_Over_the_Last_14_Days,OBJECTID
2020/06/08 00:00:00,2017,1652,107,258,,6.4,3,0,0,0,3,0,19,0,26.4,52.1,151.1,161.8,197.3,202.5,197.6,237.5,805,2203.9,156.9,224.4,2,0,0,1,0,71,21.1,119
2020/06/09 00:00:00,2027,1664,104,259,3,5.7,10,0,0,3,7,0,18,0,27.3,52.1,154.2,163,197.3,203.2,198.5,237.5,805,2203.9,158.4,224.8,3,0,3,0,4,75,24,120
2020/06/10 00:00:00,2037,1676,102,259,7,5.6,10,0,0,4,6,0,17,0,27.3,52.1,156,164.3,198,205.3,199.3,237.5,805,2203.9,159.6,225.5,5,0,4,0,1,80,21.2,121
2020/06/11 00:00:00,2044,1683,101,260,5,5.1,7,0,0,2,5,0,16,0,28.2,52.1,156.7,164.9,198,206.7,199.3,238.8,805,2215.2,160.3,226.1,3,0,2,0,2,83,22.9,122
2020/06/12 00:00:00,2048,1684,104,260,10,4.4,4,0,0,2,2,0,16,0,28.2,52.1,157.3,164.9,198.8,208.2,199.3,238.8,805,2215.2,160.3,226.8,1,0,2,0,1,80,23.8,123
2020/06/13 00:00:00,2051,1689,102,260,6,5,3,0,0,3,0,0,16,0,28.2,52.1,157.3,165.6,200.3,208.2,199.3,238.8,805,2215.2,160.5,227.2,0,0,3,0,0,80,22.5,124
2020/06/14 00:00:00,2054,1695,99,260,1,4.6,3,0,0,1,2,0,16,0,28.2,52.1,157.3,165.6,200.3,209.6,200.1,238.8,805,2215.2,160.9,227.4,0,0,1,1,1,79,22.8,125
2020/06/15 00:00:00,2059,1702,97,260,2,4.9,5,0,0,2,3,0,14,0,29.1,52.1,157.9,165.6,202.5,209.6,200.1,238.8,805,2215.2,161.3,227.9,2,0,2,0,1,73,24.7,126
2020/06/16 00:00:00,2063,1707,96,260,3,4.9,4,0,0,1,3,1,14,0,29.1,53,157.9,166.8,202.5,209.6,201,238.8,805,2215.2,161.7,228.3,1,0,1,1,1,74,24.3,127
2020/06/17 00:00:00,2066,1720,86,260,8,5,3,0,0,0,3,1,6,1,29.1,53,159.8,166.8,202.5,209.6,201,238.8,805,2215.2,161.9,228.7,2,0,0,1,0,67,23.9,128
2020/06/18 00:00:00,2068,1736,72,260,2,4.6,2,0,0,0,2,0,6,1,29.1,53,159.8,168.1,202.5,209.6,201,238.8,805,2215.2,162.1,228.9,0,0,0,0,2,62,24.2,129
2020/06/19 00:00:00,2071,1741,70,260,5,3.9,3,0,0,0,3,0,5,1,29.1,53,161,168.7,202.5,209.6,201,238.8,805,2215.2,162.3,229.2,2,0,0,0,1,61,24.6,130
2020/06/20 00:00:00,2077,1746,70,261,1,3.1,6,0,0,0,6,1,5,1,29.1,53.9,162.9,168.7,202.5,210.3,201,240.2,805,2215.2,163.2,229.4,4,0,0,0,2,64,26.6,131
2020/06/21 00:00:00,2083,1748,74,261,1,3.1,6,0,0,0,6,0,4,1,29.1,56.5,162.9,169.3,202.5,211.8,201,240.2,805,2215.2,163.8,230,4,0,0,0,2,69,26.1,132
2020/06/22 00:00:00,2085,1750,73,262,6,3.7,2,0,0,1,1,0,1,1,29.1,56.5,163.5,170,202.5,211.8,201,240.2,805,2215.2,164,230.2,0,0,1,0,1,68,27.9,133
2020/06/23 00:00:00,2094,1755,77,262,4,3.9,9,0,0,0,9,0,1,1,29.1,57.4,164.7,171.2,204,211.8,201,241.5,808,2215.2,165.2,230.7,2,1,0,1,5,67,29.9,134
2020/06/24 00:00:00,2096,1762,71,263,3,3.1,2,0,0,0,2,1,2,1,29.1,57.4,165.3,171.2,204.7,211.8,201,241.5,808,2215.2,165.6,230.7,2,0,0,0,0,59,32.2,135
2020/06/25 00:00:00,2102,1769,70,263,6,3.7,6,0,0,0,6,0,2,1,30,58.3,165.9,172.5,205.5,211.8,201,241.5,808,2215.2,165.7,231.7,2,0,0,1,3,58,34.5,136
2020/06/26 00:00:00,2106,1779,64,263,6,3.9,4,0,0,0,4,0,2,1,30,58.3,166.6,173.8,205.5,212.5,201,241.5,808,2215.2,165.9,232.2,2,0,0,0,2,58,36.2,137
2020/06/27 00:00:00,2109,1780,66,263,3,4.1,3,0,0,0,3,0,1,1,30,58.3,167.8,174.4,205.5,212.5,201,241.5,808,2215.2,166.1,232.6,1,0,0,0,2,58,39.7,138
2020/06/28 00:00:00,2111,1783,65,263,2,4.3,2,0,0,0,2,0,1,1,30,59.2,167.8,174.4,205.5,212.5,201,241.5,808,2226.5,166.1,233,0,0,0,0,2,57,42.1,139
2020/06/29 00:00:00,2115,1786,66,263,1,3.6,4,0,0,0,4,2,3,1,30,59.2,169,174.4,206.2,213.2,201,241.5,808,2226.5,166.5,233.3,3,0,0,0,1,56,42.9,140
2020/06/30 00:00:00,2118,1790,65,263,10,4.4,3,0,0,0,3,0,3,1,30,60,169.7,174.4,206.2,213.9,201,241.5,808,2226.5,166.5,233.9,2,0,0,0,1,55,43.6,141
2020/07/01 00:00:00,2120,1793,64,263,4,4.6,2,0,0,0,2,0,3,2,30,60.9,169.7,174.4,206.2,214.6,201,241.5,808,2226.5,166.5,234.3,2,0,0,0,0,54,44.4,142
2020/07/02 00:00:00,2126,1800,63,263,4,4.3,6,0,0,1,5,0,3,1,30,61.8,171.5,175,206.2,214.6,201.8,241.5,808,2226.5,167.1,234.8,3,0,1,0,2,58,41.4,143
2020/07/03 00:00:00,2134,1800,71,263,4,4,8,0,0,0,8,0,3,1,30,62.7,173.4,175.7,207.7,214.6,201.8,241.5,811,2226.5,168.3,235.2,3,0,0,0,5,63,44.4,144
2020/07/04 00:00:00,2137,1803,71,263,4,4.1,3,0,0,0,3,0,3,1,30,62.7,174,176.3,208.4,214.6,201.8,241.5,811,2226.5,168.6,235.4,0,0,0,1,2,60,46.7,145
2020/07/05 00:00:00,2139,1808,68,263,5,4.6,2,0,0,0,2,0,2,1,30,62.7,174.6,176.3,209.2,214.6,201.8,241.5,811,2226.5,168.6,235.8,1,0,0,0,1,56,48.2,146
2020/07/06 00:00:00,2145,1814,68,263,,4.4,6,0,0,1,5,0,2,1,30.9,64.5,175.9,176.3,209.9,214.6,201.8,241.5,811,2226.5,169.2,236.3,2,0,0,0,4,60,50,147
2020/07/07 00:00:00,2152,1820,69,263,6,3.9,7,0,0,1,6,0,1,1,30.9,65.3,178.3,176.3,210.7,215.3,201.8,241.5,811,2226.5,169.6,237.2,4,0,1,0,2,58,46.6,148
2020/07/08 00:00:00,2164,1827,74,263,5,4,12,0,0,1,11,0,1,1,33.6,65.3,179.6,176.9,212.1,216.8,202.7,242.8,811,2226.5,171,238.2,7,0,1,0,4,68,45.6,149
2020/07/09 00:00:00,2172,1831,78,263,5,4.1,8,0,0,0,8,1,2,0,33.6,66.2,180.8,178.2,212.1,218.9,202.7,242.8,811,2226.5,171.9,238.7,6,0,0,0,2,70,42.9,150
2020/07/10 00:00:00,2188,1834,91,263,12,5.3,16,0,0,0,16,0,2,0,33.6,67.1,182.7,182,212.1,221.1,204.4,244.1,811,2226.5,172.9,240.8,10,0,0,0,6,82,41.5,151
2020/07/11 00:00:00,2195,1836,96,263,7,5.7,7,0,0,0,7,1,2,1,33.6,68.9,182.7,183.2,212.9,222.5,204.4,244.1,811,2226.5,173.5,241.5,4,0,0,0,3,86,40.7,152
2020/07/12 00:00:00,2218,1839,116,263,9,6.3,23,0,0,2,21,1,3,1,35.5,69.8,189.5,184.5,214.4,224.6,205.2,245.4,811,2226.5,175,244.3,15,0,0,0,8,107,38.3,153
2020/07/13 00:00:00,2242,1844,135,263,6,7.1,24,0,0,2,22,0,3,0,35.5,70.6,196.9,186.4,215.9,226.8,207.7,245.4,811,2226.5,176.6,247.3,15,2,0,1,6,127,36.2,154
2020/07/14 00:00:00,2261,1853,145,263,4,6.9,19,0,0,2,17,1,4,0,37.3,72.4,201.2,187,218.8,227.5,208.6,246.8,811,2226.5,179.5,248.1,9,1,1,1,7,143,36.4,155
2020/07/15 00:00:00,2282,1853,166,263,15,8.3,21,0,0,0,21,1,5,0,38.2,75.1,206.8,188.3,221,229.6,208.6,246.8,811,2226.5,180.6,250.8,13,2,0,0,6,162,35.8,156
2020/07/16 00:00:00,2304,1857,184,263,7,8.6,22,0,0,1,21,0,5,0,40,76.8,210.5,188.9,224,233.9,208.6,246.8,814,2226.5,181.6,254,14,0,1,0,7,178,35.4,157
2020/07/17 00:00:00,2334,1860,211,263,17,9.3,30,0,1,0,29,0,5,1,43.6,83,215.5,189.6,226.2,237.5,208.6,248.1,816.9,2226.5,182.7,258.5,15,0,1,1,13,200,35.5,158
2020/07/18 00:00:00,2360,1866,231,263,16,10.6,26,0,2,0,24,2,6,1,43.6,89.2,218,193.4,230.7,238.9,209.4,248.1,816.9,2226.5,185.3,260.9,20,0,2,0,4,223,32.7,159
2020/07/19 00:00:00,2378,1866,249,263,28,13.3,18,0,0,0,18,0,6,1,43.6,92.7,222.9,195.2,232.2,239.7,209.4,248.1,816.9,2226.5,186.8,262.8,12,0,0,2,4,239,31.8,160
2020/07/20 00:00:00,2408,1871,274,263,47,19.1,30,0,3,0,27,2,8,3,47.3,97.1,227.2,196.5,238.1,241.1,211.1,248.1,816.9,2226.5,188.2,267,16,0,3,1,10,263,31.2,161
2020/07/21 00:00:00,2432,1876,293,263,23,21.9,24,0,1,0,23,0,8,3,49.1,101.6,231.6,198.4,241.1,242.5,211.9,248.1,816.9,2226.5,190.3,269.5,17,0,1,1,5,280,30.4,162
2020/07/22 00:00:00,2459,1883,313,263,13,21.6,27,0,3,1,23,2,9,3,54.6,105.1,235.3,201.6,242.6,243.9,213.6,248.1,816.9,2226.5,192.2,272.6,16,2,3,1,5,295,29.2,163
2020/07/23 00:00:00,2478,1893,322,263,29,24.7,19,0,1,1,17,1,10,3,56.4,107.7,237.8,204.7,242.6,246.1,215.3,248.1,816.9,2226.5,194.3,274.1,10,1,2,1,5,306,29.1,164
2020/07/24 00:00:00,2501,1901,337,263,34,27.1,23,0,4,1,18,0,7,3,59.1,113.9,240.9,207.3,244,246.1,217,248.1,816.9,2226.5,195.5,277.3,15,0,5,0,3,313,27.5,165
2020/07/25 00:00:00,2513,1914,336,263,26,28.6,12,0,1,1,10,0,7,3,61.8,113.9,242.7,207.9,245.5,248.2,217,248.1,816.9,2226.5,196.8,278.2,6,1,2,0,3,318,27,166
2020/07/26 00:00:00,2521,1919,339,263,21,27.6,8,0,1,0,7,2,9,4,62.7,114.8,242.7,208.5,246.3,248.2,220.3,248.1,816.9,2226.5,197.4,279.1,3,1,1,1,2,303,26.4,167
2020/07/27 00:00:00,2536,1932,340,264,22,24,15,0,1,1,13,1,9,4,62.7,114.8,247.7,209.8,246.3,249,222,249.4,819.9,2226.5,198.8,280.6,7,0,2,2,4,294,26.5,168
2020/07/28 00:00:00,2556,1964,328,264,14,22.7,20,0,1,2,17,1,10,4,64.6,118.3,250.8,212.3,247.7,250.4,222,249.4,819.9,2237.8,200.7,282.5,11,0,3,1,5,295,25.8,169
2020/07/29 00:00:00,2572,1985,323,264,20,23.7,16,2,0,2,12,2,11,4,66.4,119.2,252.6,215.5,248.5,251.1,222.9,250.7,822.9,2237.8,202.4,283.8,8,1,4,0,3,290,25.2,170
2020/07/30 00:00:00,2592,1995,333,264,19,22.3,20,1,1,0,18,1,12,4,67.3,125.4,256.3,216.7,248.5,251.8,223.7,252,825.9,2237.8,205.2,284.9,9,3,2,1,5,288,24.7,171
2020/07/31 00:00:00,2602,2018,320,264,18,20,10,0,0,1,9,1,13,3,69.1,126.3,257.6,218.6,248.5,252.5,224.5,252,825.9,2237.8,206.3,285.7,3,1,1,1,4,268,23.1,172
2020/08/01 00:00:00,2620,2048,308,264,15,18.4,18,0,0,0,18,1,13,2,70.9,128.9,261.3,220.5,249.2,254,225.4,252,825.9,2237.8,208.8,286.6,7,2,0,0,9,260,25.8,173
2020/08/02 00:00:00,2628,2070,294,264,2,15.7,8,0,0,0,8,0,13,2,70.9,129.8,262.5,222.4,249.2,255.4,225.4,252,825.9,2237.8,209.6,287.3,4,0,0,0,4,250,26.8,174
2020/08/03 00:00:00,2637,2092,281,264,10,14,9,0,1,1,7,0,12,1,72.7,131.6,262.5,223.7,250,256.1,225.4,253.4,825.9,2237.8,210.6,288.1,3,2,2,0,2,229,25.8,175
2020/08/04 00:00:00,2649,2116,269,264,20,14.9,12,0,0,1,11,1,11,1,74.6,135.1,263.2,224.9,250.7,256.8,226.2,253.4,825.9,2237.8,211.1,289.8,7,3,1,0,1,217,25.3,176
2020/08/05 00:00:00,2658,2146,248,264,12,13.7,9,1,0,0,8,1,12,1,74.6,136.9,264.4,227.5,250.7,257.5,226.2,253.4,825.9,2237.8,212.5,290.1,3,2,1,1,2,199,26.1,177
2020/08/06 00:00:00,2668,2180,224,264,14,13,10,0,0,0,10,1,10,2,78.2,136.9,265,228.7,251.5,259,226.2,253.4,825.9,2237.8,213.5,291.1,3,1,0,1,5,190,27.4,178
2020/08/07 00:00:00,2680,2191,225,264,6,11.3,12,0,0,3,9,1,10,2,80,140.4,266.9,228.7,251.5,259,227.9,254.7,825.9,2237.8,213.7,293.1,5,4,2,0,1,179,27.9,179
2020/08/08 00:00:00,2686,2214,208,264,14,11.1,6,1,0,1,4,1,11,1,81.8,140.4,268.1,228.7,252.2,259.7,227.9,254.7,825.9,2237.8,214,293.9,3,0,2,0,1,173,27.7,180
2020/08/09 00:00:00,2688,2226,198,264,16,13.1,2,0,0,1,1,2,13,2,81.8,140.4,268.1,229.4,252.2,260.4,227.9,254.7,825.9,2237.8,214.2,294,0,1,1,0,0,167,27.5,181
2020/08/10 00:00:00,2700,2237,199,264,8,12.9,12,2,0,0,10,0,13,1,81.8,140.4,270.6,231.3,253.7,261.1,228.7,256,825.9,2237.8,215.2,295.4,7,0,2,1,2,164,26.8,182
2020/08/11 00:00:00,2713,2246,203,264,8,11.1,13,2,0,1,10,0,13,1,83.7,143.1,272.4,231.3,254.4,263.3,228.7,257.3,825.9,2237.8,216.4,296.7,9,0,3,0,1,157,25.5,183
2020/08/12 00:00:00,2720,2271,185,264,12,11.1,7,3,0,0,4,0,11,2,83.7,143.9,272.4,233.2,255.9,264,228.7,257.3,825.9,2237.8,217.3,297,3,0,3,0,1,148,25.7,184
2020/08/13 00:00:00,2742,2290,188,264,11,10.7,22,0,0,0,22,0,10,2,89.1,149.2,277.4,234.4,255.9,264,228.7,257.3,825.9,2237.8,220,298.5,9,9,0,2,2,150,23.3,185
2020/08/14 00:00:00,2753,2307,182,264,6,10.7,11,4,0,1,6,1,11,2,89.1,151,279.3,235.1,257.4,265.4,229.6,257.3,825.9,2237.8,221.2,299.4,4,0,5,1,1,151,21.2,186
2020/08/15 00:00:00,2757,2319,174,264,2,9,4,0,0,0,4,1,12,2,90,151,279.9,235.7,257.4,266.1,229.6,257.3,825.9,2237.8,221.6,299.8,3,0,0,0,1,137,17.5,187
2020/08/16 00:00:00,2761,2342,155,264,26,10.4,4,0,0,1,3,0,12,2,90,151,281.7,235.7,257.4,266.1,229.6,257.3,825.9,2249.1,222,300.2,1,0,1,1,1,133,15.8,188
2020/08/17 00:00:00,2784,2349,170,265,8,10.4,23,1,0,4,18,1,11,1,90.9,154.5,286.7,237.6,257.4,269,232.1,257.3,825.9,2249.1,224.1,302.4,16,0,5,1,1,147,13.6,189
2020/08/18 00:00:00,2810,2357,188,265,15,11.4,26,1,0,1,24,0,8,1,91.8,159.8,290.4,238.8,258.9,273.3,233.8,257.3,825.9,2260.4,227.8,303.7,11,1,2,2,10,161,18,190
2020/08/19 00:00:00,2834,2372,197,265,23,13,24,4,2,3,15,2,8,1,97.3,162.5,291.6,241.4,259.6,276.1,236.3,258.6,825.9,2260.4,229.7,306.3,11,1,9,0,3,176,17,191
2020/08/20 00:00:00,2851,2380,205,266,24,14.9,17,1,0,0,16,3,7,0,98.2,165.1,295.4,243.3,261.1,277.6,236.3,258.6,825.9,2260.4,230.6,308.6,9,1,1,3,3,183,15.3,192
2020/08/21 00:00:00,2872,2394,212,266,16,16.3,21,3,0,2,16,0,7,0,99.1,167.8,297.2,247.7,263.3,279,237.1,258.6,828.9,2260.4,232.2,311,11,0,5,1,4,192,16.1,193
2020/08/22 00:00:00,2891,2406,219,266,16,18.3,19,1,0,0,18,1,8,0,100,172.2,301.6,247.7,264.8,281.1,238,258.6,828.9,2260.4,234.7,312.1,12,0,1,0,6,205,17.6,194
2020/08/23 00:00:00,2908,2413,229,266,13,16.4,17,0,1,1,15,0,8,0,100.9,175.7,304.6,248.3,267,281.9,238,260,828.9,2271.7,236.4,313.6,7,0,2,1,7,220,19.5,195
2020/08/24 00:00:00,2927,2416,245,266,19,18,19,2,0,0,17,1,9,1,101.8,180.1,308.4,250.2,267.8,282.6,238,262.6,828.9,2271.7,238.2,315.5,8,0,2,1,8,227,21.6,196
2020/08/25 00:00:00,2941,2426,249,266,23,19.1,14,0,0,1,13,4,12,2,102.8,181.9,309,252.1,269.3,284.7,238.8,263.9,828.9,2271.7,240.5,315.8,4,0,1,1,8,228,24.6,197
2020/08/26 00:00:00,2959,2435,258,266,15,18,18,1,0,4,13,0,12,2,102.8,182.8,313.3,254,271.5,286.2,239.7,263.9,828.9,2283,242.2,317.5,6,1,4,1,6,239,25.5,198
2020/08/27 00:00:00,2972,2445,261,266,16,16.9,13,1,0,3,9,1,10,2,102.8,187.2,315.8,254,273,286.2,240.5,265.2,828.9,2283,243.4,318.8,8,0,4,0,1,230,26.1,199
2020/08/28 00:00:00,2999,2463,270,266,20,17.4,27,0,4,3,20,1,10,1,105.5,190.7,320.1,254.6,277.4,289,242.2,265.2,828.9,2283,246.3,321.1,15,1,6,0,5,246,26,200
2020/08/29 00:00:00,3020,2470,284,266,12,16.9,21,0,1,2,18,0,10,1,106.4,193.4,322.6,256.5,281.1,289,244.7,267.9,828.9,2283,248.6,322.7,9,2,3,4,3,263,25.1,201
2020/08/30 00:00:00,3040,2475,298,267,16,17.3,20,0,2,6,12,2,11,1,108.2,195.2,325.1,258.4,281.9,290.4,246.4,269.2,831.8,2305.6,249.8,325.3,10,0,7,0,3,279,24.4,202
2020/08/31 00:00:00,3060,2487,306,267,13,16.4,20,1,0,3,16,1,12,1,109.1,196.9,327.6,260.3,284.8,291.9,248.9,270.5,831.8,2305.6,251.7,327.2,9,2,4,3,2,276,25,203
2020/09/01 00:00:00,3086,2508,311,267,18,15.7,26,1,0,2,23,0,12,1,111.8,200.5,333.1,261,287.8,291.9,252.3,270.5,834.8,2305.6,254.2,329.6,13,2,3,2,6,276,23.6,204
2020/09/02 00:00:00,3123,2534,322,267,14,15.6,37,1,0,9,27,0,10,1,114.6,207.5,339.3,263.5,290.8,292.6,253.1,271.8,846.8,2316.9,258.1,332.8,18,4,10,2,3,289,22.5,205
2020/09/03 00:00:00,3145,2555,323,267,24,16.7,22,1,0,4,17,0,8,1,116.4,208.4,342.4,264.8,294.5,294.7,253.1,273.2,855.7,2316.9,259.4,335.6,9,1,5,2,5,294,22.8,206
2020/09/04 00:00:00,3167,2574,326,267,24,17.3,22,0,0,3,19,3,11,1,119.1,210.2,344.9,266.7,297.4,295.5,254,278.4,855.7,2316.9,261.8,337.4,14,1,3,1,3,295,22.4,207
2020/09/05 00:00:00,3192,2593,332,267,17,18,25,1,0,11,13,2,13,1,119.1,211.1,349.2,270.4,297.4,295.5,255.6,283.7,867.6,2328.2,263.9,340,7,1,12,1,4,301,21.3,208
2020/09/06 00:00:00,3213,2610,336,267,26,19.4,21,1,1,3,16,1,14,1,120,212.8,354.2,272.3,298.2,297.6,257.3,283.7,870.6,2328.2,264.8,343,11,1,4,1,4,305,20,209
2020/09/07 00:00:00,3254,2626,361,267,30,21.9,41,3,0,5,33,0,12,1,120.9,219,359.8,275.5,304.9,301.2,259.9,283.7,876.6,2328.2,269.1,346.6,21,1,8,1,10,327,19.3,210
2020/09/08 00:00:00,3306,2641,398,267,24,22.7,52,0,2,14,36,3,14,1,123.7,225.2,367.8,278.7,309.3,302.6,267.4,289,885.5,2328.2,273.9,351.6,23,3,15,1,10,365,17.8,211
2020/09/09 00:00:00,3351,2656,428,267,15,22.9,45,2,2,10,31,0,13,1,125.5,231.4,377.7,281.8,315.2,304,269.1,291.6,888.5,2328.2,277.8,356.2,20,3,14,2,6,392,16.6,212
2020/09/10 00:00:00,3428,2673,488,267,33,24.1,77,1,3,21,52,2,14,2,127.3,242,387.6,288.8,321.2,309,275.8,302.2,894.5,2362.1,285.5,363.1,33,4,24,1,15,456,17.3,213
2020/09/11 00:00:00,3458,2688,503,267,60,29.3,30,0,4,1,25,0,12,1,132.8,245.5,393.2,291.9,321.9,311.2,277.5,302.2,894.5,2362.1,288.4,365.9,14,1,5,2,8,459,17.9,214
2020/09/12 00:00:00,3507,2709,529,269,47,33.6,49,0,3,4,42,1,12,0,135.5,248.1,405.6,300.1,324.1,314.1,279.2,302.2,894.5,2373.4,293.4,370.2,26,4,7,0,12,487,18.7,215
2020/09/13 00:00:00,3542,2730,542,270,31,34.3,35,1,0,5,29,1,11,1,139.1,250.8,411.8,303.9,327.1,316.2,281.7,303.5,897.4,2373.4,296.3,373.9,14,4,6,2,9,502,19.3,216
2020/09/14 00:00:00,3610,2747,591,272,59,38.4,68,0,0,19,49,1,11,1,143.7,260.5,421.7,310.9,335.3,321.9,281.7,308.8,903.4,2373.4,302.1,381,27,7,19,1,14,550,19.8,217
2020/09/15 00:00:00,3683,2770,640,273,41,40.9,73,0,3,15,55,1,12,1,150.9,267.6,434.7,313.4,342.7,326.2,285.1,316.7,912.3,2407.3,308.7,388.3,34,4,17,1,17,597,20.1,218
2020/09/16 00:00:00,3760,2806,680,274,41,44.6,77,0,3,7,67,1,12,0,160,275.5,451.4,321.6,347.9,329.8,287.6,316.7,921.3,2407.3,315.6,395.9,33,9,10,3,22,637,21.8,219
2020/09/17 00:00:00,3810,2828,704,278,57,48,50,2,6,4,38,2,12,2,164.6,287,460.7,324.2,350.9,332.7,289.3,319.3,924.3,2407.3,318.9,402.1,19,9,12,0,10,665,21.7,220
2020/09/18 00:00:00,3898,2848,772,278,47,46.1,88,1,3,6,78,0,12,2,178.2,295.8,476.2,331.1,359.8,336.2,295.2,320.7,927.3,2418.6,326.7,411,44,17,10,2,15,731,21.3,221
2020/09/19 00:00:00,3968,2867,821,280,47,46.1,70,2,3,4,61,0,11,2,186.4,304.7,491,337.4,367.2,339.8,296,322,927.3,2418.6,334.2,416.8,36,11,9,0,14,776,21.4,222
2020/09/20 00:00:00,4010,2877,853,280,76,52.6,42,1,4,4,33,2,12,2,191,310.8,499.1,341.8,370.9,342,296,323.3,927.3,2429.9,338.1,420.9,12,8,9,1,12,797,21.8,223
2020/09/21 00:00:00,4117,2907,930,280,55,52,107,2,3,22,80,1,13,3,200,321.4,518.3,353.9,384.2,349.1,298.5,323.3,933.2,2452.5,348.1,431.1,33,27,27,1,19,863,21.2,224
2020/09/22 00:00:00,4225,2937,1008,280,85,58.3,108,0,1,27,80,3,16,3,210.1,328.5,541.2,364.6,393.9,357,302.7,328.6,939.2,2452.5,356.8,442.8,32,27,26,0,23,919,21.3,225
2020/09/23 00:00:00,4331,2983,1067,281,66,61.9,106,0,5,25,76,2,17,3,221,342.6,556.7,370.9,402.8,366.3,309.5,333.9,954.1,2463.8,367.8,452,41,13,29,1,22,980,21.6,226
2020/09/24 00:00:00,4434,3030,1122,282,38,59.1,103,2,5,19,77,2,19,3,231,353.2,575.2,379.8,410.9,372,317,339.1,960,2486.4,377.3,462,33,24,26,0,20,1006,21.6,227
2020/09/25 00:00:00,4555,3083,1188,284,57,60.6,121,5,12,16,88,3,21,3,241.9,368.2,598.1,389.2,421.3,380.6,320.4,341.8,977.9,2509,389.4,472.8,40,29,33,2,17,1097,20.6,228
2020/09/26 00:00:00,4639,3119,1234,286,76,64.7,84,3,3,13,65,3,22,4,243.7,377.9,616.7,395.6,430.2,386.3,325.4,347.1,980.9,2509,396.6,481.6,43,10,16,0,15,1132,20.2,229
2020/09/27 00:00:00,4721,3170,1264,287,109,69.4,82,2,4,12,64,2,23,4,249.2,385.9,633.4,403.8,436.9,392,328.8,349.7,983.9,2542.9,403,490.7,37,10,18,1,16,1179,20,230
2020/09/28 00:00:00,4837,3215,1334,288,83,73.4,116,3,4,11,98,6,28,4,256.4,403.6,653.9,414.5,447.3,398.5,335.5,352.3,989.9,2576.9,415.3,500.4,46,28,17,2,23,1227,20,231
2020/09/29 00:00:00,4944,3288,1365,291,59,69.7,107,5,9,18,75,4,28,3,261.9,413.3,674.3,420.8,462.1,405.6,345.6,355,992.8,2599.5,425.4,510.6,44,15,30,1,17,1261,19.4,232
2020/09/30 00:00:00,5027,3340,1396,291,110,76,83,1,5,10,67,5,31,5,266.4,423,684.8,429.7,469.5,414.9,351.5,358.9,1001.8,2599.5,430.8,520.9,47,8,15,1,12,1267,18.5,233
2020/10/01 00:00:00,5128,3402,1433,293,107,85.9,101,2,10,11,78,3,30,5,273.7,439.8,697.2,437.9,478.4,425.7,356.6,364.2,1010.7,2610.8,439.1,531.5,42,20,22,1,16,1318,18.3,234
2020/10/02 00:00:00,5224,3449,1481,294,115,94.1,96,0,4,13,79,1,30,5,283.7,445.1,714.6,445.5,489.6,433.5,360.8,370.8,1016.7,2622.1,447,541.7,41,16,17,1,21,1326,18.6,235
2020/10/03 00:00:00,5296,3507,1494,295,65,92.6,72,2,1,5,64,5,32,6,285.5,446.8,730,453.1,495.5,441.4,365.8,377.4,1016.7,2633.4,454.7,547.7,31,19,8,0,14,1328,18.6,236
2020/10/04 00:00:00,5354,3582,1477,295,77,88,58,1,2,8,47,3,33,6,288.3,452.1,741.2,456.8,502.2,446.4,369.2,380,1019.7,2656,460.1,553.3,31,5,11,0,11,1344,18.3,237
